image_name,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,keypoint_11_x,keypoint_11_y,keypoint_12_x,keypoint_12_y,keypoint_13_x,keypoint_13_y,keypoint_14_x,keypoint_14_y,keypoint_15_x,keypoint_15_y,keypoint_16_x,keypoint_16_y,keypoint_17_x,keypoint_17_y
fall_1_backward_falls_frame014.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.9241,424.8722,523.32806,444.44434,532.2541,463.97754,570.40283,461.1703,576.6229,487.32892,0.0,0.0,617.02765,486.84998,585.9644,502.64783,590.0333,524.0481,682.62683,482.49622,649.20544,510.34534,781.1996,502.21545,716.89026,533.4504
fall_1_backward_falls_frame015.jpg,527.1123,438.3506,0.0,0.0,523.9867,435.2364,0.0,0.0,505.03702,439.6888,499.55334,446.74274,502.0725,472.14047,554.78906,463.9718,551.3316,510.51166,606.0731,473.10022,594.75903,526.22076,578.5413,479.26154,585.1361,501.37537,668.542,487.8813,680.5012,500.9391,748.2404,509.62244,771.56323,515.6949
fall_1_backward_falls_frame016.jpg,488.64444,444.1906,0.0,0.0,482.00647,444.0239,0.0,0.0,466.62305,458.64102,484.98346,468.46927,478.40268,496.5821,538.4281,488.42017,536.59143,536.8004,587.96136,482.06955,586.07574,516.3987,599.79987,481.22766,598.9324,506.46313,701.0089,476.07794,698.1986,495.4933,763.6097,485.94458,779.22595,504.6595
fall_1_backward_falls_frame017.jpg,476.583,467.5592,472.73108,462.78653,467.42517,467.90985,0.0,0.0,448.3693,484.1276,472.61768,494.6275,461.03793,520.49554,518.7326,500.20074,520.7764,542.403,543.3752,493.9748,548.4792,529.1914,574.535,501.63025,570.6591,525.9682,671.84436,448.23285,670.4618,468.20914,752.2349,450.3926,774.174,471.0479
fall_1_backward_falls_frame018.jpg,430.89505,490.01868,423.03668,485.11353,427.2545,493.33527,411.95328,492.76807,0.0,0.0,436.52502,512.1995,475.77817,534.6527,482.8001,517.9126,552.2918,545.9732,511.19052,493.38892,557.3236,538.1236,562.42413,509.83154,586.79395,528.8571,619.8653,460.86957,641.6031,469.58826,747.2109,452.62103,748.3071,457.32117
fall_1_backward_falls_frame019.jpg,420.6255,493.02484,0.0,0.0,0.0,0.0,0.0,0.0,409.8216,524.83276,428.0963,509.26093,458.0501,538.86786,465.96112,511.00336,519.09424,548.2567,456.30096,509.88776,527.1349,554.2537,551.88776,483.58527,569.1308,506.84283,634.8316,420.96512,649.48517,440.76587,717.59705,397.18887,714.83826,410.3746
fall_1_backward_falls_frame020.jpg,401.06116,502.27112,0.0,0.0,395.01294,506.6692,0.0,0.0,395.42804,525.0373,411.2478,510.77832,437.6042,550.23065,440.95743,506.74884,507.94592,577.1703,438.50385,506.46295,553.94714,573.1649,540.7503,498.43652,553.834,528.0424,607.30524,462.13843,613.9273,502.98523,663.0598,409.3452,676.2602,456.3294
fall_1_backward_falls_frame021.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.565,516.34766,0.0,0.0,1155.9204,437.94324,1171.5355,421.55435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall_1_backward_falls_frame022.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.8146,511.68573,1225.767,509.2599,1158.5714,446.201,1166.1725,442.99274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall_1_backward_falls_frame023.jpg,420.51807,517.4521,0.0,0.0,0.0,0.0,419.79382,513.8448,0.0,0.0,444.32812,513.2108,443.75888,532.6837,467.56842,521.24756,506.29187,562.82874,468.4973,494.10736,563.57245,583.81885,574.593,488.4809,571.1135,510.568,629.8402,450.5683,633.74927,476.01324,727.1191,386.8991,738.2776,417.37372
fall_1_backward_falls_frame024.jpg,406.97137,519.00574,0.0,0.0,400.2552,515.2521,0.0,0.0,0.0,0.0,417.7315,525.6198,410.89886,535.3955,447.03143,518.00214,0.0,0.0,461.42172,509.60614,448.34418,505.47205,491.65576,534.0016,483.83038,543.8863,539.382,545.5055,540.7041,553.5163,616.66235,543.249,618.051,550.83545
fall_1_backward_falls_frame025.jpg,761.9813,443.58792,766.9336,441.98166,0.0,0.0,773.0754,449.32715,0.0,0.0,771.01843,467.63297,746.6818,442.78784,781.0801,498.3302,709.27435,438.62064,792.289,493.21893,698.6028,423.5379,706.3576,483.48428,692.02014,468.33734,639.7424,488.3634,629.66394,475.14017,646.2471,533.09143,635.4496,517.5719
fall_1_backward_falls_frame029.jpg,885.0908,10.462639,891.4148,2.4430466,876.7127,3.4243698,905.70746,5.694252,0.0,0.0,944.0709,39.038376,843.88544,40.27384,984.6751,55.502502,809.5735,49.470215,924.86096,44.34173,816.251,51.208023,940.86646,166.22108,873.8739,165.6042,941.88116,268.87796,863.5459,273.4931,939.56836,390.5248,861.9587,397.8454
fall_1_backward_falls_frame031.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.1593,71.059616,978.7072,52.114487,996.0828,157.52248,933.25793,89.603,939.02893,190.27968,886.67065,82.75841,989.38885,209.16942,965.7573,200.3392,966.378,309.96967,952.99274,306.899,948.5161,395.5956,937.92303,396.4554
fall_1_backward_falls_frame032.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.0415,521.50726,0.0,0.0,1164.7861,456.0124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall_1_backward_falls_frame033.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223.1954,517.9995,0.0,0.0,1166.9744,458.4913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall_1_backward_falls_frame034.jpg,430.2543,512.7633,0.0,0.0,0.0,0.0,0.0,0.0,413.25998,513.4171,423.20117,517.59937,426.92798,529.27185,440.97626,506.3214,448.94647,527.1936,0.0,0.0,454.71002,513.97046,477.4455,536.5146,477.76416,546.70874,529.23083,554.5748,532.85785,563.7765,591.3259,557.37256,593.4369,568.098
fall_1_backward_falls_frame035.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.5142,522.40137,0.0,0.0,1170.3345,458.28955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall_1_backward_falls_frame036.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.9124,522.916,0.0,0.0,1170.4047,459.5447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall_1_backward_falls_frame037.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.7782,523.99817,0.0,0.0,1170.8411,458.8446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall_1_backward_falls_frame041.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.93496,255.39423,0.0,0.0,98.63339,226.50563,0.0,0.0,21.249279,425.13995,19.209787,433.5387,46.060776,490.99823,0.0,0.0,0.0,0.0,0.0,0.0
fall_1_backward_falls_frame042.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.581894,224.95473,0.0,0.0,22.411465,425.70007,17.738972,432.25085,46.86431,511.7921,0.0,0.0,0.0,0.0,0.0,0.0
fall_1_forward_falls_frame001.jpg,616.90875,192.06128,0.0,0.0,612.6465,180.54425,0.0,0.0,588.41864,176.98004,557.04614,226.69955,558.03876,228.4089,0.0,0.0,540.82837,327.86603,0.0,0.0,553.34314,406.75308,535.5337,371.6546,533.07104,373.36603,568.4552,453.38818,554.68024,457.68555,513.69745,511.95068,479.27155,521.0519
fall_1_forward_falls_frame002.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.33124,182.00577,568.5645,229.39944,595.88416,238.32706,0.0,0.0,571.3104,329.089,0.0,0.0,577.8763,403.24966,539.7183,368.2835,556.54395,371.15884,567.09924,447.6147,570.42377,454.35345,525.30347,510.58746,500.396,520.14825
fall_1_forward_falls_frame003.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.00793,189.7664,590.09143,233.5672,619.4332,244.41882,547.8104,316.15265,585.1074,332.44537,549.49744,388.91336,587.8074,410.63556,544.6073,364.22147,565.01544,367.2289,570.34564,447.78674,590.5852,450.7156,530.4139,511.34155,527.3807,514.7218
fall_1_forward_falls_frame004.jpg,695.4678,223.68884,0.0,0.0,692.7829,213.55054,0.0,0.0,669.2553,207.2961,617.48334,242.59515,636.25854,247.67911,597.9496,315.3136,607.65985,328.60028,618.67566,371.15387,600.0745,406.39352,568.0925,363.78473,581.8023,365.83902,575.5598,435.7931,595.7286,442.8325,544.6908,503.79456,559.0114,517.2236
fall_1_forward_falls_frame005.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.6937,233.13159,635.26385,254.57492,684.3489,269.00015,579.3891,320.20905,645.77466,344.01865,570.5319,385.66373,651.26,415.52637,563.3552,372.8888,599.53906,375.40045,568.54584,447.4021,623.833,449.3505,535.78107,521.71765,587.2806,523.2489
fall_1_forward_falls_frame006.jpg,0.0,0.0,0.0,0.0,754.48083,260.1639,0.0,0.0,737.56903,256.24588,654.1676,269.80286,706.4419,288.7405,592.3791,341.80298,680.3982,377.07074,587.61206,404.7298,684.0596,447.1688,560.99426,360.42944,597.5123,365.8117,593.4622,442.65915,647.8149,452.28638,543.47437,511.2887,597.50946,528.23035
fall_1_forward_falls_frame007.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.09076,294.02817,679.3043,294.8749,733.1294,321.78882,614.44464,357.96683,717.18414,411.9991,603.8053,415.69208,742.21124,473.13193,575.76575,376.98602,610.1103,383.77408,597.3052,447.37732,638.79846,462.9313,548.4137,494.00928,579.9126,520.77014
fall_1_forward_falls_frame008.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.86017,334.83887,692.5126,328.88904,758.7469,356.24237,616.0665,353.13965,759.8453,419.56656,605.86395,407.6692,789.80853,485.8724,594.43787,395.5676,633.7002,402.47284,602.3988,457.09778,640.0051,468.52805,551.08905,492.911,583.0408,511.03455
fall_1_forward_falls_frame010.jpg,823.73663,350.53345,0.0,0.0,0.0,0.0,830.7024,357.11746,0.0,0.0,816.494,392.79288,827.1388,393.3916,822.49457,449.3149,830.521,464.74396,842.6171,495.86017,836.8888,494.34222,711.0517,428.4032,718.87506,419.6258,653.8533,430.95648,655.7149,429.83362,608.73157,461.97998,606.38464,463.57092
fall_1_forward_falls_frame011.jpg,859.9743,386.13544,0.0,0.0,0.0,0.0,856.7353,394.6923,860.57153,387.24005,833.92883,423.50433,831.91113,414.61145,834.4208,476.80194,825.4133,468.24457,841.26514,510.8661,838.50073,486.7458,716.3263,459.29343,714.13947,446.40778,636.38165,458.31693,634.1038,455.30115,569.3123,502.88654,570.9809,505.79468
fall_1_forward_falls_frame012.jpg,874.41235,396.1118,0.0,0.0,0.0,0.0,876.9563,395.76346,0.0,0.0,861.7792,419.5573,864.886,425.23163,860.5629,466.82968,848.83936,489.06836,859.2302,500.2116,848.1267,509.37756,738.84125,466.92935,741.9004,459.24728,660.8739,463.79028,665.0355,468.2394,589.8022,499.06842,592.6932,505.14954
fall_1_forward_falls_frame013.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.29834,440.93066,789.0255,448.67538,763.0437,453.0658,790.5131,467.83313,760.9919,482.42346,803.0179,505.50848,703.8596,449.9804,722.07025,448.02744,648.8097,494.4334,672.5339,494.03595,586.8778,521.67285,611.51874,524.55695
fall_1_forward_falls_frame014.jpg,906.60675,417.31113,908.3169,413.06952,0.0,0.0,921.33093,414.72195,0.0,0.0,927.72375,439.4419,945.53345,433.76804,908.314,476.60657,929.4887,465.0172,882.1738,496.8542,889.6986,491.82635,923.83105,493.5816,934.41705,487.45776,872.7495,494.18433,880.11285,489.56665,862.6151,526.5133,865.036,520.0001
fall_1_forward_falls_frame015.jpg,889.179,490.2945,893.0215,491.19604,896.9387,482.94702,895.4577,488.96124,0.0,0.0,882.02783,494.0769,874.68604,465.94223,869.4121,522.3523,835.59375,490.2951,867.57495,538.6562,853.46716,532.8452,789.9601,480.0152,788.0118,458.60416,716.48346,520.1881,711.093,502.7776,621.4492,529.01196,620.3323,520.9414
fall_1_forward_falls_frame016.jpg,895.6639,496.0841,901.5254,500.3758,902.93207,489.1947,900.3719,510.9123,904.5917,483.22406,865.01056,522.9474,880.1688,473.2379,842.2743,526.7148,851.71924,435.7332,858.5859,500.71094,866.7552,427.52087,760.30884,506.13306,767.9446,477.76868,704.5568,515.19104,705.68756,489.21387,619.50903,536.44946,619.08746,523.0093
fall_1_forward_falls_frame018.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.092615,426.5288,16.251743,433.10727,57.30119,506.7738,52.553165,516.20984,0.0,0.0,0.0,0.0
fall_1_forward_falls_frame019.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0604,9.336731,868.2994,3.9047241,994.7332,50.280045,803.1733,40.928925,892.3719,53.712997,812.64606,42.639435,979.9061,162.95914,877.98315,157.02985,967.02356,279.3175,843.0685,268.9091,943.92865,404.4425,840.44885,388.1772
fall_1_forward_falls_frame020.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.51227,500.4256,895.20593,486.73557,878.72577,530.11835,872.80707,511.9048,868.115,534.8544,887.12445,525.3841,781.7293,502.87665,779.5779,488.713,707.30615,506.24023,709.0342,501.79974,637.3671,504.88684,630.7058,506.58185
fall_1_forward_falls_frame022.jpg,924.9314,507.08484,933.50415,510.0213,932.71796,499.3463,933.3733,513.3844,931.53467,486.50443,891.3432,518.2631,908.1168,474.69803,858.5963,531.078,886.09186,446.78333,854.471,545.0643,912.7255,434.80734,782.4784,495.30933,790.3741,468.84998,719.60004,524.5614,717.84393,507.10577,632.37256,510.42505,635.7827,506.14288
fall_1_forward_falls_frame023.jpg,926.1473,501.56683,933.8367,503.78253,934.4636,494.0382,936.7754,507.2788,935.5291,483.17932,904.2083,513.0973,905.239,480.40668,880.3313,528.1071,855.1182,487.18225,875.06836,531.9745,869.0003,510.25006,794.24164,491.25848,795.3169,468.62582,723.86005,507.68066,719.75793,496.19562,626.3739,506.56946,629.4768,510.2473
fall_1_forward_falls_frame025.jpg,923.2697,499.71936,931.35394,501.65466,930.60657,492.56964,931.256,505.84033,928.88837,482.32376,894.52155,512.997,900.30164,477.23413,871.7588,527.309,865.34644,470.7702,873.96265,528.1653,882.6193,476.6461,785.8329,498.59363,788.6702,475.3934,712.26575,511.29443,709.7359,498.828,632.9679,508.58838,637.94836,511.0431
fall_1_forward_falls_frame026.jpg,934.05194,497.80548,940.4609,498.81567,940.3066,492.0152,939.99243,504.11816,0.0,0.0,907.6425,514.2891,909.37427,486.06064,872.9699,533.7775,862.13873,491.73816,862.121,540.2304,872.3077,511.42255,798.389,502.20795,799.219,481.4817,713.07733,511.11328,711.72955,501.5384,634.33203,506.9663,636.1708,508.78137
fall_1_forward_falls_frame027.jpg,935.40625,494.51904,940.6017,493.60248,941.6592,488.85754,0.0,0.0,0.0,0.0,913.07666,508.51868,907.8197,491.46533,874.93823,539.28906,850.0828,524.10333,863.834,536.95386,850.8951,538.49445,799.8282,499.97772,797.7292,482.8899,712.3564,514.00806,709.4106,504.78326,634.69836,504.43872,634.39685,502.87457
fall_1_forward_falls_frame028.jpg,933.2411,493.34955,938.8485,492.56665,940.0667,487.87692,938.78864,497.02344,0.0,0.0,910.7886,509.2829,909.3327,495.46307,874.3209,538.28204,852.2027,531.80176,869.95844,537.7376,857.91315,547.3249,799.8455,500.73676,800.26135,485.50052,715.0908,508.90033,713.53674,503.70142,636.298,501.8285,636.3829,505.43134
fall_1_forward_falls_frame029.jpg,939.7282,494.80176,944.7791,492.75732,946.09155,489.32117,0.0,0.0,945.1427,485.53885,906.8555,504.17395,910.4245,496.2661,867.68616,531.8536,852.6419,535.427,862.66486,532.28973,859.9737,548.657,795.35864,501.74274,798.23315,489.34888,709.17834,509.3559,709.43225,507.71564,638.2316,505.93225,638.4463,511.80902
fall_1_forward_falls_frame030.jpg,936.515,489.63837,942.0385,488.24896,942.8814,484.34045,939.59875,493.23505,0.0,0.0,908.12134,506.85828,913.8119,493.92145,868.4723,536.3302,857.893,526.1876,863.8543,535.16754,865.8335,535.03754,796.0001,502.8371,800.60425,488.06555,703.81396,503.5072,706.6379,500.2367,633.7821,508.09546,633.2679,511.87085
fall_1_forward_falls_frame031.jpg,936.1818,488.7671,942.0359,487.39352,942.96545,483.31677,940.5082,492.21332,0.0,0.0,909.5111,505.82153,913.0585,492.85327,871.8185,535.3031,856.8689,526.9097,865.53735,536.0395,859.3401,538.5241,794.2787,503.34357,797.6173,488.17072,703.76276,508.28778,705.20325,503.56702,634.7928,511.80072,634.56067,514.28577
fall_1_forward_falls_frame032.jpg,930.1555,486.40402,936.3657,485.5884,937.4924,481.47052,937.2327,492.8568,0.0,0.0,906.079,508.388,911.0536,494.26288,867.80896,536.69147,855.27856,527.324,865.2412,536.52496,861.698,542.3055,787.73004,502.2602,791.86957,486.54367,699.0816,502.1505,701.73193,497.08252,631.24927,505.7727,630.80896,507.96497
fall_1_forward_falls_frame033.jpg,936.2584,491.14557,942.1577,489.98065,943.9851,485.4442,939.67523,494.185,946.1561,482.67242,906.48755,506.48474,909.9831,494.81665,865.71594,537.74274,849.11365,536.3255,868.5567,538.19507,860.1761,551.5708,790.11005,498.48315,793.6048,484.3397,708.0752,506.24902,707.7695,502.11133,634.10364,500.98682,633.53705,505.21216
fall_1_forward_falls_frame034.jpg,932.632,486.7192,938.7681,487.13403,940.96356,482.1341,938.5935,496.377,0.0,0.0,908.0755,510.92645,908.6176,496.76105,870.87787,538.5034,849.6027,532.74713,869.54395,537.61993,856.7291,548.80524,788.4761,501.17334,790.07806,485.67035,706.1846,507.78583,705.61755,502.133,635.93164,502.27234,635.4041,504.59668
fall_1_forward_falls_frame035.jpg,932.8665,481.54236,938.90216,482.3803,0.0,0.0,938.6811,494.6541,0.0,0.0,908.33685,512.53217,911.6244,497.5868,868.26324,539.8193,859.5956,527.31573,868.2604,537.92267,869.62964,536.74164,789.09076,505.4339,792.0807,489.45886,701.2605,503.45282,702.5208,497.27228,633.63586,505.45874,633.4291,505.9171
fall_1_forward_falls_frame036.jpg,932.46265,483.0384,938.57605,483.33398,939.9851,478.7942,939.0452,493.87762,0.0,0.0,908.6029,510.9533,909.2098,499.01556,867.9096,540.69855,850.3898,538.7374,870.09015,535.2169,859.0206,547.75543,790.05945,501.76123,791.75446,487.2808,709.2926,506.19177,709.1157,501.4491,635.53937,497.91016,635.06995,500.2981
fall_1_forward_falls_frame037.jpg,932.57367,484.9089,938.10864,484.7831,0.0,0.0,936.92694,494.29657,0.0,0.0,905.549,509.3473,908.2303,499.097,867.2078,536.72546,851.5934,537.37537,872.6744,534.6063,860.50385,550.6145,786.7771,497.93768,789.5992,484.35425,708.41003,502.7954,708.56494,499.28345,635.7661,491.4939,634.97864,495.31897
fall_1_forward_falls_frame038.jpg,933.70703,485.14136,939.79785,484.97754,0.0,0.0,940.09326,494.51733,0.0,0.0,908.65125,510.39246,912.64087,500.34167,869.9737,538.70496,856.5112,539.1017,879.00867,536.2024,868.77936,548.7932,791.1131,502.06396,794.94727,488.60034,707.21643,501.26764,708.3405,499.0169,635.6416,498.404,635.3015,503.7744
fall_1_forward_falls_frame039.jpg,937.9752,485.7638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.6405,507.4054,909.83453,499.32953,867.22144,536.33356,850.3356,540.7219,873.53827,532.12744,861.6219,551.9582,786.5995,497.14996,789.50714,484.88702,711.06024,508.03723,711.81616,506.41882,639.93494,494.45905,639.34656,500.60913
fall_1_forward_falls_frame040.jpg,932.7483,483.49918,938.8362,483.94193,0.0,0.0,937.35785,494.15814,0.0,0.0,904.9133,510.77588,910.7382,497.80896,863.1921,541.2799,851.7181,537.5389,871.3643,534.7811,861.8165,546.6257,789.32336,500.79828,794.4574,486.08002,709.4934,503.6306,710.26636,498.45282,636.4845,497.23553,636.0475,500.28033
fall_1_forward_falls_frame041.jpg,935.9013,486.5735,0.0,0.0,0.0,0.0,938.1215,494.94672,0.0,0.0,903.67163,509.21527,909.27563,498.83478,861.8047,539.8781,848.0713,540.7735,869.36597,535.52966,859.4152,552.0938,783.9526,497.7838,788.5493,484.38104,706.6052,506.58002,707.0914,503.57037,635.7932,496.21948,634.95544,501.66388
fall_1_forward_falls_frame042.jpg,934.0644,488.08026,939.75073,487.62897,941.2844,483.04364,938.3842,494.5479,0.0,0.0,907.45874,507.83453,909.06976,496.1963,868.7274,536.56036,851.9512,535.07947,868.22906,535.6719,858.82007,548.2473,791.4908,498.0522,793.7273,483.703,710.5503,504.72906,709.62866,500.16193,634.3083,496.93127,634.0718,500.28662
fall_1_forward_falls_frame043.jpg,932.5703,485.4486,938.09894,485.7421,0.0,0.0,937.2196,495.04138,0.0,0.0,908.5087,510.48053,910.41034,496.6217,870.8134,540.5557,853.54297,533.94727,873.0436,536.46924,860.9198,544.9789,793.482,499.14502,796.4022,483.64813,708.0,498.47803,708.04156,492.396,633.24457,495.5315,632.79895,497.169
