id,label
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/21cf762f84.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/57da558694.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/823453b1bb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/1d0a407cf9.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/085e6e0ba0.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/0cf259aa93.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/25f3dce1b0.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/db81d82ae7.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/6e06d921e0.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/311743a76d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/1bc9af87ca.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/caab91f306.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/1f5c5703a3.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/dc79bcd510.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/6d83deca17.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/e56aebe396.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/3da660d2ec.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/9e54a38e62.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/2983409df7.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/ba94ffbb77.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/59619cacd6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/418a233c64.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/27127cf867.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/861f552386.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/dc0d8a6480.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/d5028db429.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/f94dd4ec33.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/c52f2fe726.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/c7f115e30f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/82160b2388.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/a589cc8a4f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/46f0b73186.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/5a6572fc77.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/0dcaa12b8f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/1db6986fa1.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/4fd89d7821.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/2ec1d29c2c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/a67cb14435.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/1aacae83fa.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/c89dfd3cab.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/d56a6fa3df.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/23255749fd.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/1ee6334a0c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/19112ee2ec.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/cc9addcae2.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/11ddd75a2d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/2a8d63204e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/4e60346e56.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/44016d2265.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/2929604270.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/ddbaf4d43f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/b03f97a7f1.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/d8b51f706a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/e0c09d5d75.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/a46f41276a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/6c2f605fd5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/275f1d1dee.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/32adea5fb1.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/55702735d1.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/9f355da2a4.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/004773d4e8.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/53973cf622.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/44adffce45.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/16e1180c40.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/b5f42d6d1c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/8344a32e1f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/01d6a61ef4.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/7e4202d1e4.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/696388577d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/2d04bb6843.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/548a4a3cf6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/3205678edc.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/dc5225e4be.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/83d19e2772.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/1069e32806.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/ca16aac716.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/2f2335db96.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/d63d6f3fbb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/e68ade9f59.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/c394bc5bb3.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/99cb7a7e7a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/db2c73bd31.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/6a237c7766.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/e9debf881c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/9b1904c6e4.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/6c5fc2ebc3.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/dac3f1bb85.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/a7cf7a936f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/4e8e0329cf.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/cb0956312c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/b01689a245.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/c3a8c89d1d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/2646ed2066.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/1ee8c1c020.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/d3ae203463.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/45b2a0ac7f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/1a0a8db74d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/50ef0bbe1f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/ddb72982ea.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/fa148bd115.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/d759a9cef8.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/1c1bb0bfc9.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/f7a44ecade.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/accd5b31fd.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/266bdb8d70.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/52fd89d32c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/bd2b9eaa85.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/4b8005130f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/8f83dd5881.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/6d77c0d224.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/8bc65f29b2.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/01f60f0dd4.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/523c440938.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/36e666bf6f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/c4c0929b6a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/b0296e39ae.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/d9da9e5fa3.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/1b86e5315a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/a20b6e50db.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/f5c679c421.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/f6d95cab4c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/6aa6958b0d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/3f18cca124.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/0d2fc91319.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/44978bd39e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/f1ae81c507.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/6b9fa95e31.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/762c8b19e6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/aaa23e214a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/bc3826feb9.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/6d5b1a243a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/5224859135.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/54334248b4.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/24d75611f6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/b9eef61c05.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/95dc287836.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/df6ea35948.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/c1186a8f48.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/f949cd3b02.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/6db7d9c941.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/977d9c827b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/8d766447f8.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/2a4cd3a7d3.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/e3bce8c15d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/576578e287.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/00396960ae.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/d5ad87fd09.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/2cef8de2f0.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/c4101562e8.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/fdd6682312.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/fd6490a6bf.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/615ff1be04.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/8db8680806.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/bf25e200e9.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/1f6691afdf.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/72a8f7fbd1.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/647b9ea6ad.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/72b49b87b2.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/d4a5ef4f32.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/4a73abcd02.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/bc66243637.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/5841ba4e8f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/acafbb3284.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/48fedbce7c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_jumping/0738f6bbad.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/e73401051e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/1443f757a5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/92682f9e22.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/e00f803cc8.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/b5ad8fdeaa.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/edb3dc8186.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/e9f1badc8c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ab215ad4c5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ccbd332c1f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/efe80171ca.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/9c2ad53e9d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/a394a4ca9c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/08f99d4d05.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/49a85b7879.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/38c8f0c22b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/243814eaab.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/0a9796a6c2.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/c409f975f9.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ad6ee49942.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/fff9eab410.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/3793e5d14b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/adb918593f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/23aee044d6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/9b3f969629.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/c1824c587e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/6507d49e3c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/e7bcde452f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/e11ca86d46.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/165ea88d0e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/8bb1e1107e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/c37847b4a8.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/777e3b36e6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/24f466bb7d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/d98b16c580.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/f762676312.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/449bef3878.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/851d0f929f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/83bd2c8b13.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/550646641e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/b74681b915.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/49ec6b8ddb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/1d2ccd909b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/197b5c1670.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/0c7b5fdf90.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/82b32e6d57.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/13d3d81444.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/35e7f51531.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/347af0af68.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/46e63e6552.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/0de9b27b2d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/0a9e43869e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/8291259cea.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/5e87156f34.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/0ff20be57a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/832345bd53.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/b9d91523bf.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/890a07bd22.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/1168b6bc09.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/24a1fe065b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/77195039eb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/81bca95546.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/d8e353d3d3.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/99a3e77b75.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/781b4f831b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/eaca323367.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/f5b183aa8c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/cdd0b04f9e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/8122704f31.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/d12e8e7afc.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/5d3cb33007.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ff4bd9dbf1.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/960b0fb619.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ae72f4f0a2.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/0661bd29ce.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/8d67296ebc.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/86b31415e7.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/4c3d9d8da1.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/a520ae8551.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/490f1fb5fb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/f7b0ffd82b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/9acb03bfbc.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/c77a57af77.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/36c93c3580.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/99105a2c5d.jpg,0
